Collection Date	Strain Name	Latitude	Longitude
07/09/2012	-N/A-	53.251863	5.249405
07/09/2012	-N/A-	53.251863	5.249405
07/09/2012	-N/A-	53.251863	5.249405
07/09/2012	-N/A-	53.251863	5.249405
07/09/2012	-N/A-	53.251863	5.249405
07/21/2012	-N/A-	51.129061	5.842323
07/16/2012	-N/A-	53.251863	5.249405
07/16/2012	-N/A-	53.251863	5.249405
12/18/2010	-N/A-	53.215	6.5677
09/22/2008	A/Common Teal/Netherlands/1/08	51.95	4.7167
08/22/2009	A/Common Teal/Hungary-EMC/3/2009	47.6767	16.8318
09/05/2009	-N/A-	47.6767	16.8318
10/26/2010	-N/A-	51.95	4.7167
10/27/2010	-N/A-	51.95	4.7167
10/15/2011	A/Common Teal/Netherlands/2/2011(HxNx)	51.74534	4.54334
12/17/2011	-N/A-	51.950045	4.716654
12/17/2011	-N/A-	51.950045	4.716654
01/14/2012	-N/A-	51.950045	4.716654
12/02/2011	-N/A-	30.741667	32.049444
12/02/2011	-N/A-	30.741667	32.049444
01/06/2012	-N/A-	30.728333	31.9525
10/12/2012	-N/A-	51.74534	4.54334
10/15/2012	-N/A-	51.74534	4.54334
10/15/2012	-N/A-	51.74534	4.54334
01/21/2010	A/Common Coot/Republic of Georgia-EMC/1/2010(H6N2)	41.7741	41.9033
04/28/2009	-N/A-	47.68	16.83
04/28/2009	-N/A-	47.68	16.83
04/28/2009	-N/A-	47.68	16.83
12/31/2007	-N/A-	51.7865,52.2542	5.4123,5.329
01/23/2008	-N/A-	51.7865	5.4123
01/21/2009	A/Bean Goose/Netherlands/1/09(H7N1)	51.7865	5.4123
01/08/2012	-N/A-	51.764281	5.38682
12/22/2010	-N/A-	51.7865	5.4123
10/15/2007	-N/A-	53.4833	6.15
10/15/2007	-N/A-	53.4833	6.15
10/16/2007	A/Dunlin/Netherlands/4/07	53.4833	6.15
02/09/2010	-N/A-	31.3992	31.9019
01/20/2012	-N/A-	31.399167	31.901944
01/20/2012	-N/A-	31.514444	30.814722
01/20/2012	-N/A-	31.514444	30.814722
01/20/2012	-N/A-	31.514444	30.814722
01/20/2012	-N/A-	31.514444	30.814722
02/01/2012	-N/A-	31.399167	31.901944
02/02/2012	-N/A-	31.399167	31.901944
02/03/2012	-N/A-	31.399167	31.901944
02/16/2012	-N/A-	31.077222	32.471389
02/16/2012	-N/A-	31.077222	32.471389
02/21/2012	-N/A-	31.428611	31.485833
02/21/2012	-N/A-	31.428611	31.485833
02/25/2012	-N/A-	31.399167	31.901944
03/13/2012	-N/A-	31.428611	31.485833
03/14/2012	-N/A-	31.428611	31.485833
03/14/2012	-N/A-	31.428611	31.485833
03/14/2012	-N/A-	31.428611	31.485833
03/14/2012	-N/A-	31.428611	31.485833
03/14/2012	-N/A-	31.428611	31.485833
03/28/2012	-N/A-	31.077222	32.471389
03/28/2012	A/Northern Pintail/Egypt-EMC/7/2012	31.077222	32.471389
03/29/2012	-N/A-	31.077222	32.471389
03/15/2012	-N/A-	23.9078	32.7683
03/15/2012	-N/A-	23.4944	32.7439
03/23/2012	-N/A-	23.4944	32.7439
03/29/2012	-N/A-	23.4944	32.7439
02/11/2012	-N/A-	23.9078	32.7683
11/04/2008	-N/A-	51.95	4.7167
02/09/2010	-N/A-	31.3992	31.9019
03/29/2012	-N/A-	31.514444	30.814722
12/23/2011	-N/A-	30.5313	31.8955
01/06/2012	-N/A-	30.5313	31.8955
12/23/2007	-N/A-	51.7865	5.4123
12/23/2007	-N/A-	51.7865	5.4123
12/23/2007	-N/A-	51.7865	5.4123
12/31/2007	-N/A-	51.7865,52.2225	5.483,5.4123
01/22/2008	A/White-fronted Goose/2/08	52.2833	5.1167
01/29/2008	-N/A-	52.2833	5.1167
01/22/2008	A/White-fronted Goose/4/08	52.2833	5.1167
01/22/2008	-N/A-	52.2833	5.1167
01/22/2008	-N/A-	52.2833	5.1167
11/15/2008	-N/A-	52.2525	5.2591
12/03/2008	-N/A-	51.7809	5.4156
01/20/2009	-N/A-	52.2525	5.2591
02/07/2009	-N/A-	53.1527	5.9171
02/07/2009	-N/A-	53.1527	5.9171
02/09/2009	-N/A-	53.1527	5.9171
02/14/2009	-N/A-	53.1527	5.9171
02/21/2009	-N/A-	53.1527	5.9171
02/21/2009	-N/A-	53.1527	5.9171
02/21/2009	-N/A-	53.1527	5.9171
02/21/2009	-N/A-	53.1527	5.9171
02/21/2009	-N/A-	53.1527	5.9171
01/04/2009	-N/A-	51.7865	5.4123
12/09/2009	-N/A-	51.7865	5.4123
12/30/2009	-N/A-	52.2225	5.483
12/30/2009	-N/A-	52.2225	5.483
12/30/2009	-N/A-	52.2225	5.483
12/30/2009	-N/A-	52.2225	5.483
12/27/2009	-N/A-	51.7865	5.4123
12/29/2009	-N/A-	51.7865	5.4123
01/20/2010	-N/A-	52.2542	5.329
02/04/2010	-N/A-	52.2225	5.483
01/29/2010	A/White-fronted Goose/2/2010	51.7865	5.4123
01/29/2010	-N/A-	51.7865	5.4123
01/29/2010	-N/A-	51.7865	5.4123
12/31/2008	-N/A-	52.2225	5.483
01/03/2009	-N/A-	52.2542	5.329
12/09/2010	-N/A-	52.2225	5.483
12/23/2010	-N/A-	52.2542	5.329
01/11/2011	-N/A-	52.2225	5.483
01/11/2011	-N/A-	52.2225	5.483
01/12/2011	-N/A-	52.2225	5.483
01/13/2011	-N/A-	52.2542	5.329
01/26/2011	-N/A-	52.2225	5.483
12/08/2010	-N/A-	51.4551	5.2313
12/20/2010	-N/A-	51.7865	5.4123
12/22/2010	-N/A-	51.7865	5.4123
01/17/2011	-N/A-	51.7865	5.4123
01/17/2011	-N/A-	51.7865	5.4123
01/17/2011	-N/A-	51.7865	5.4123
01/17/2011	-N/A-	51.7865	5.4123
01/17/2012	-N/A-	52.254183	5.329056
01/17/2012	-N/A-	52.254183	5.329056
01/17/2012	-N/A-	52.254183	5.329056
01/13/2012	-N/A-	51.764281	5.38682
01/13/2012	-N/A-	51.764281	5.38682
01/13/2012	-N/A-	51.764281	5.38682
01/13/2012	-N/A-	51.764281	5.38682
01/27/2012	-N/A-	51.764281	5.38682
12/12/2011	-N/A-	51.764281	5.38682
12/28/2011	-N/A-	51.764281	5.38682
01/07/2012	-N/A-	53.305974	6.189026
01/07/2012	-N/A-	53.305974	6.189026
01/08/2012	-N/A-	51.764281	5.38682
11/20/2012	-N/A-	52.266897	5.290933
11/26/2012	-N/A-	52.240862	5.338147
11/30/2012	-N/A-	52.240862	5.338147
11/30/2012	-N/A-	52.240862	5.338147
11/30/2012	-N/A-	52.240862	5.338147
12/04/2012	-N/A-	52.240862	5.338147
12/04/2012	-N/A-	52.240862	5.338147
12/06/2012	-N/A-	52.240862	5.338147
12/13/2012	-N/A-	52.266897	5.290933
12/19/2012	-N/A-	52.266897	5.290933
12/20/2012	-N/A-	52.266897	5.290933
12/24/2012	-N/A-	52.266897	5.290933
01/05/2013	-N/A-	52.240862	5.338147
01/05/2013	-N/A-	52.240862	5.338147
01/05/2013	-N/A-	52.240862	5.338147
12/25/2012	-N/A-	51.764281	5.38682
01/19/2009	-N/A-	52.2542	5.329
01/05/2010	-N/A-	51.7865	5.4123
01/23/2010	-N/A-	52.2525	5.2591
01/23/2010	-N/A-	52.2525	5.2591
02/09/2010	-N/A-	52.0912	5.1227
02/02/2011	-N/A-	53.3046	6.1894
11/16/2011	-N/A-	52.266897	5.290933
01/24/2012	-N/A-	52.266897	5.290933
01/24/2012	-N/A-	52.266897	5.290933
01/07/2012	-N/A-	53.305974	6.189026
01/07/2012	-N/A-	53.305974	6.189026
12/12/2012	-N/A-	52.266897	5.290933
12/12/2012	-N/A-	52.266897	5.290933
12/12/2012	-N/A-	52.266897	5.290933
12/20/2012	-N/A-	52.240862	5.338147
12/22/2012	-N/A-	52.266897	5.290933
01/03/2013	-N/A-	52.240862	5.338147
01/03/2013	-N/A-	52.240862	5.338147
10/11/2008	-N/A-	51.9	4.6833
01/08/2011	-N/A-	51.713	3.9513
01/08/2011	-N/A-	51.713	3.9513
02/22/2008	-N/A-	51.9833	5.9167
11/02/2008	-N/A-	52.3742	4.9014
11/28/2008	-N/A-	51.9833	5.9167
10/31/2008	-N/A-	51.7454	4.5435
10/04/2008	-N/A-	51.7454	4.5435
12/11/2008	-N/A-	51.8667	4.6667
12/14/2008	-N/A-	51.8667	4.6667
12/14/2008	-N/A-	51.8667	4.6667
12/14/2008	-N/A-	51.8667	4.6667
09/13/2008	-N/A-	51.8667	4.6667
09/13/2008	-N/A-	51.8667	4.6667
10/01/2008	-N/A-	51.8667	4.6667
10/11/2008	-N/A-	51.8667	4.6667
10/11/2008	-N/A-	51.8667	4.6667
10/11/2008	-N/A-	51.8667	4.6667
10/11/2008	-N/A-	51.8667	4.6667
08/29/2008	-N/A-	51.8667	4.6667
11/08/2008	-N/A-	51.8667	4.6667
08/29/2008	-N/A-	51.8667	4.6667
11/08/2008	-N/A-	51.8667	4.6667
09/05/2008	-N/A-	51.8667	4.6667
11/22/2008	-N/A-	51.8667	4.6667
09/23/2008	-N/A-	52.8942	4.9426
09/23/2008	-N/A-	52.8942	4.9426
09/29/2008	-N/A-	52.8942	4.9426
09/29/2008	-N/A-	52.8942	4.9426
09/29/2008	-N/A-	52.8942	4.9426
10/06/2008	-N/A-	52.8942	4.9426
10/15/2008	-N/A-	52.8942	4.9426
10/15/2008	-N/A-	52.8942	4.9426
10/15/2008	A/Mallard/Netherlands/61/08	52.8942	4.9426
10/20/2008	-N/A-	52.8942	4.9426
10/20/2008	-N/A-	52.8942	4.9426
11/05/2008	-N/A-	52.8942	4.9426
11/13/2008	-N/A-	52.8942	4.9426
10/11/2008	-N/A-	51.9	4.6833
11/05/2008	-N/A-	51.9	4.6833
10/02/2008	A/Mallard/Netherlands/41/08	51.9	4.6833
10/08/2008	A/Mallard/Netherlands/43/08	51.9	4.6833
10/08/2008	A/Mallard/Netherlands/44/08	51.9	4.6833
09/02/2008	-N/A-	51.95	4.7167
09/02/2008	-N/A-	51.95	4.7167
09/18/2008	-N/A-	51.95	4.7167
10/07/2008	-N/A-	51.95	4.7167
10/10/2008	-N/A-	51.95	4.7167
10/19/2008	-N/A-	51.95	4.7167
09/22/2008	-N/A-	51.95	4.7167
10/01/2008	-N/A-	51.8667	4.6667
08/27/2008	A/Mallard/Netherlands/19/08	51.8667	4.6667
08/29/2008	A/Mallard/Netherlands/20/08	51.8667	4.6667
08/29/2008	A/Mallard/Netherlands/25/08	51.8667	4.6667
11/22/2008	-N/A-	51.8667	4.6667
10/15/2008	-N/A-	52.8942	4.9426
10/15/2008	-N/A-	52.8942	4.9426
11/27/2008	-N/A-	52.8942	4.9426
10/08/2008	-N/A-	51.9	4.6833
10/08/2008	-N/A-	51.9	4.6833
10/08/2008	-N/A-	51.9	4.6833
10/08/2008	A/Mallard/Netherlands/49/08	51.9	4.6833
09/29/2008	-N/A-	51.9	4.6333
10/09/2008	-N/A-	51.95	4.7167
11/06/2008	-N/A-	51.95	4.7167
01/23/2009	-N/A-	51.9	4.6833
01/15/2009	A/Mallard/Netherlands/3/09	52.8942	4.9426
02/04/2009	-N/A-	52.8942	4.9426
02/28/2009	-N/A-	51.8667	4.6667
02/28/2009	-N/A-	51.8667	4.6667
02/28/2009	-N/A-	51.8667	4.6667
02/28/2009	-N/A-	51.8667	4.6667
02/28/2009	-N/A-	51.8667	4.6667
01/03/2009	-N/A-	52.8942	4.9426
01/11/2008	-N/A-	51.8667	4.6667
10/29/2009	-N/A-	51.8667	4.6667
10/29/2009	-N/A-	51.8667	4.6667
11/09/2009	A/Mallard/Netherlands/30/2009	52.9628	5.0017
11/14/2009	-N/A-	51.9	4.6333
11/11/2009	-N/A-	51.8667	4.6667
11/17/2009	-N/A-	52.9628	5.0017
12/21/2009	-N/A-	52.9628	5.0017
12/23/2009	-N/A-	51.8667	4.6667
01/07/2010	-N/A-	51.8667	4.6667
01/26/2010	-N/A-	51.8667	4.6667
03/24/2009	-N/A-	51.8667	4.6667
03/24/2009	-N/A-	51.8667	4.6667
03/24/2009	-N/A-	51.8667	4.6667
03/24/2009	-N/A-	51.8667	4.6667
03/24/2009	-N/A-	51.8667	4.6667
03/24/2009	-N/A-	51.8667	4.6667
08/05/2009	-N/A-	51.8667	4.6667
08/15/2009	-N/A-	51.8667	4.6667
08/15/2009	-N/A-	51.8667	4.6667
08/18/2009	-N/A-	51.8667	4.6667
08/18/2009	-N/A-	51.8667	4.6667
08/18/2009	-N/A-	51.8667	4.6667
08/19/2009	-N/A-	51.8667	4.6667
09/01/2009	-N/A-	51.8667	4.6667
09/01/2009	-N/A-	51.8667	4.6667
09/09/2009	-N/A-	51.8667	4.6667
09/12/2009	-N/A-	51.95	4.7167
09/02/2009	A/Mallard/Netherlands/12/2009	52.9628	5.0017
09/07/2009	-N/A-	52.9628	5.0017
09/18/2009	-N/A-	51.9	4.6833
09/24/2009	-N/A-	51.8667	4.6667
10/14/2009	-N/A-	51.8667	4.6667
10/17/2009	-N/A-	51.8667	4.6667
07/08/2010	A/Mallard/Netherlands/2/2010(HxNy)	51.8667	4.6667
07/13/2010	-N/A-	51.8667	4.6667
08/12/2010	-N/A-	51.8667	4.6667
08/28/2010	-N/A-	51.8667	4.6667
09/02/2010	-N/A-	51.7454	4.5435
09/09/2010	-N/A-	51.8667	4.6667
09/09/2010	-N/A-	51.8667	4.6667
09/02/2010	-N/A-	51.8667	4.6667
08/26/2010	-N/A-	51.8667	4.6667
02/03/2010	-N/A-	42.1761	41.75
09/25/2010	-N/A-	51.95	4.7167
09/25/2010	-N/A-	51.8667	4.6667
09/25/2010	-N/A-	51.8667	4.6667
10/07/2010	-N/A-	51.8667	4.6667
10/09/2010	-N/A-	51.8667	4.6667
10/09/2010	-N/A-	51.8667	4.6667
10/11/2010	-N/A-	51.8667	4.6667
10/11/2010	-N/A-	51.8667	4.6667
09/30/2010	-N/A-	51.8667	4.6667
10/13/2010	A/Mallard/Netherlands/35/2010(H3Ny)	51.8667	4.6667
10/13/2010	-N/A-	51.8667	4.6667
10/18/2010	-N/A-	51.8667	4.6667
10/18/2010	-N/A-	51.95	4.7167
09/07/2010	-N/A-	52.9628	5.0017
09/17/2010	-N/A-	52.9628	5.0017
09/17/2010	-N/A-	52.9628	5.0017
09/20/2010	-N/A-	52.9628	5.0017
10/04/2010	-N/A-	52.9628	5.0017
10/09/2010	-N/A-	52.9628	5.0017
10/27/2010	-N/A-	51.8667	4.6667
11/01/2010	A/mallard/Netherlands/41/2010(H3N8)	51.8667	4.6667
10/27/2010	-N/A-	51.95	4.7167
10/29/2010	-N/A-	51.8667	4.6667
11/03/2010	-N/A-	51.95	4.7167
11/05/2010	-N/A-	51.7454	4.5435
11/16/2010	A/Mallard/Netherlands/45/2010(HxNy)	51.9	4.6833
11/18/2010	-N/A-	51.8667	4.6667
11/22/2010	-N/A-	51.8667	4.6667
11/27/2010	-N/A-	51.8667	4.6667
11/27/2010	-N/A-	51.8667	4.6667
12/01/2010	-N/A-	51.8667	4.6667
12/01/2010	-N/A-	51.8667	4.6667
12/03/2010	-N/A-	51.8667	4.6667
12/07/2010	-N/A-	51.8667	4.6667
12/07/2010	-N/A-	51.8667	4.6667
12/14/2010	-N/A-	51.8667	4.6667
12/14/2010	-N/A-	51.8667	4.6667
11/10/2010	-N/A-	51.8667	4.6667
11/10/2010	-N/A-	51.8667	4.6667
10/28/2010	-N/A-	52.9628	5.0017
11/18/2010	-N/A-	52.9628	5.0017
11/27/2010	-N/A-	52.9628	5.0017
11/29/2010	-N/A-	52.9628	5.0017
12/06/2010	-N/A-	52.9628	5.0017
12/08/2010	-N/A-	52.9628	5.0017
12/08/2010	A/Mallard/Netherlands/53/2010(HxN1)	52.9628	5.0017
12/27/2010	-N/A-	51.8667	4.6667
12/07/2010	A/Mallard/Netherlands/54/2010(HxN6)	51.9	4.6833
12/13/2010	-N/A-	51.9	4.6833
12/20/2010	-N/A-	51.8667	4.6667
01/04/2011	-N/A-	51.8667	4.6667
01/11/2011	-N/A-	51.8667	4.6667
01/18/2011	-N/A-	51.8667	4.6667
01/25/2011	-N/A-	51.8667	4.6667
10/31/2010	-N/A-	55.3412	21.4599
01/27/2011	-N/A-	55.6537	21.1491
01/27/2011	-N/A-	55.6537	21.1491
04/26/2011	-N/A-	51.8667	4.6667
02/23/2011	-N/A-	52.9628	5.0017
05/16/2011	-N/A-	51.8667	4.6667
06/22/2011	-N/A-	51.8667	4.6667
06/28/2011	-N/A-	51.8667	4.6667
06/28/2011	-N/A-	51.8667	4.6667
06/28/2011	-N/A-	51.8667	4.6667
06/28/2011	-N/A-	51.8667	4.6667
06/28/2011	-N/A-	51.8667	4.6667
06/29/2011	-N/A-	51.8667	4.6667
06/29/2011	-N/A-	51.8667	4.6667
08/03/2011	-N/A-	51.8667	4.6667
08/15/2011	A/Mallard/Netherlands/6/2011(H4N6)	51.8667	4.6667
08/17/2011	-N/A-	51.8667	4.6667
08/17/2011	-N/A-	51.8667	4.6667
08/17/2011	A/Mallard/Netherlands/8/2011(H4N6)	51.8667	4.6667
08/24/2011	-N/A-	51.8667	4.6667
08/29/2011	-N/A-	51.8667	4.6667
08/31/2011	-N/A-	51.8667	4.6667
08/31/2011	-N/A-	51.8667	4.6667
09/07/2011	-N/A-	51.8667	4.6667
09/14/2011	-N/A-	51.95	4.7167
09/20/2011	A/Mallard/Netherlands/x/2011(HxNx)	51.95	4.7167
09/02/2011	-N/A-	51.74534	4.54334
09/22/2011	-N/A-	51.74534	4.54334
09/01/2011	-N/A-	52.906624	4.979382
09/14/2011	-N/A-	52.906624	4.979382
10/15/2011	-N/A-	51.877339	4.723778
10/14/2011	-N/A-	51.74534	4.54334
10/26/2011	-N/A-	51.877339	4.723778
10/26/2011	-N/A-	51.877339	4.723778
10/22/2011	-N/A-	51.877339	4.723778
10/24/2011	-N/A-	52.906624	4.979382
09/24/2011	-N/A-	52.906624	4.979382
09/24/2011	-N/A-	52.906624	4.979382
09/24/2011	-N/A-	52.906624	4.979382
09/24/2011	-N/A-	52.906624	4.979382
09/24/2011	-N/A-	52.906624	4.979382
09/29/2011	-N/A-	52.906624	4.979382
09/29/2011	-N/A-	52.906624	4.979382
10/03/2011	-N/A-	52.906624	4.979382
10/05/2011	-N/A-	52.906624	4.979382
10/05/2011	-N/A-	52.906624	4.979382
10/05/2011	-N/A-	52.906624	4.979382
11/01/2011	-N/A-	51.877339	4.723778
11/09/2011	-N/A-	51.877339	4.723778
11/09/2011	-N/A-	51.950045	4.716654
11/09/2011	-N/A-	51.950045	4.716654
11/09/2011	-N/A-	51.950045	4.716654
11/12/2011	-N/A-	51.877339	4.723778
11/12/2011	-N/A-	51.877339	4.723778
11/12/2011	-N/A-	51.877339	4.723778
11/12/2011	-N/A-	51.877339	4.723778
11/12/2011	-N/A-	51.877339	4.723778
11/16/2011	-N/A-	51.877339	4.723778
11/16/2011	-N/A-	51.877339	4.723778
11/16/2011	-N/A-	51.877339	4.723778
11/16/2011	-N/A-	51.877339	4.723778
11/19/2011	-N/A-	51.950045	4.716654
11/11/2011	-N/A-	51.950045	4.716654
11/11/2011	-N/A-	51.950045	4.716654
11/23/2011	-N/A-	51.877339	4.723778
11/23/2011	-N/A-	51.877339	4.723778
11/23/2011	-N/A-	51.877339	4.723778
11/23/2011	-N/A-	51.877339	4.723778
11/23/2011	-N/A-	51.877339	4.723778
11/30/2011	-N/A-	51.877339	4.723778
11/30/2011	-N/A-	51.877339	4.723778
11/30/2011	-N/A-	51.877339	4.723778
11/30/2011	-N/A-	51.877339	4.723778
11/29/2011	-N/A-	51.950045	4.716654
12/07/2011	-N/A-	51.877339	4.723778
12/07/2011	-N/A-	51.877339	4.723778
12/07/2011	-N/A-	51.877339	4.723778
12/07/2011	-N/A-	51.877339	4.723778
12/07/2011	-N/A-	51.877339	4.723778
12/07/2011	-N/A-	51.877339	4.723778
12/07/2011	-N/A-	51.877339	4.723778
12/07/2011	-N/A-	51.877339	4.723778
12/07/2011	-N/A-	51.877339	4.723778
12/07/2011	-N/A-	51.877339	4.723778
12/07/2011	-N/A-	51.877339	4.723778
12/07/2011	-N/A-	51.877339	4.723778
12/07/2011	-N/A-	51.877339	4.723778
12/07/2011	-N/A-	51.877339	4.723778
12/24/2011	-N/A-	51.877339	4.723778
12/27/2011	-N/A-	51.877339	4.723778
01/07/2012	-N/A-	51.877339	4.723778
01/10/2012	-N/A-	51.877339	4.723778
01/10/2012	-N/A-	51.877339	4.723778
01/10/2012	-N/A-	51.877339	4.723778
01/14/2012	-N/A-	51.877339	4.723778
10/12/2011	-N/A-	52.894199	4.942603
10/12/2011	-N/A-	52.906624	4.979382
10/12/2011	-N/A-	52.906624	4.979382
10/12/2011	-N/A-	52.906624	4.979382
10/13/2011	-N/A-	52.906624	4.979382
10/17/2011	-N/A-	52.906624	4.979382
10/19/2011	-N/A-	52.906624	4.979382
10/19/2011	A/Mallard/Netherlands/32/2011(HxNx)	52.906624	4.979382
10/24/2011	-N/A-	52.906624	4.979382
10/28/2011	-N/A-	52.906624	4.979382
11/04/2011	-N/A-	52.906624	4.979382
03/15/2012	-N/A-	51.877339	4.723778
01/27/2012	-N/A-	51.74534	4.54334
11/07/2011	-N/A-	42.1228	41.73448
12/17/2011	-N/A-	52.906624	4.979382
12/17/2011	-N/A-	52.906624	4.979382
06/28/2008	A/Black-headed Gull/Netherlands/4/08	53.2508	5.2692
06/28/2008	A/Black-headed Gull/Netherlands/6/08	53.2508	5.2692
06/28/2008	A/Black-headed Gull/Netherlands/15/08	53.2508	5.2692
07/06/2008	A/Black-headed Gull/Netherlands/30/08	53.4456	5.7583
07/06/2008	-N/A-	53.4456	5.7583
07/06/2008	-N/A-	53.4456	5.7583
07/14/2008	-N/A-	53.2508	5.2692
07/14/2008	-N/A-	53.2508	5.2692
07/14/2008	-N/A-	53.2508	5.2692
07/14/2008	-N/A-	53.2508	5.2692
07/14/2008	-N/A-	53.2508	5.2692
07/14/2008	-N/A-	53.2508	5.2692
07/14/2008	A/Black-headed Gull/Netherlands/58/08	53.2508	5.2692
07/14/2008	A/Black-headed Gull/Netherlands/75/08	53.2508	5.2692
07/14/2008	-N/A-	53.2508	5.2692
07/14/2008	-N/A-	53.2508	5.2692
07/14/2008	A/Black-headed Gull/Netherlands/85/08	53.2508	5.2692
07/14/2008	-N/A-	53.2508	5.2692
07/15/2008	A/Black-headed Gull/Netherlands/94/08	52.7667	5.1
07/15/2008	-N/A-	52.7667	5.1
07/15/2008	A/Black-headed Gull/Netherlands/95/08	52.7667	5.1
07/15/2008	-N/A-	52.7667	5.1
07/02/2009	A/Black-headed Gull/Netherlands/3/2009	53.2508	5.2692
07/02/2009	A/Black-headed Gull/Netherlands/8/2009	53.2508	5.2692
07/15/2009	A/Black-headed Gull/Netherlands/15/2009	53.2508	5.2692
07/15/2009	A/Black-headed Gull/Netherlands/16/2009	53.2508	5.2692
07/15/2009	A/Black-headed Gull/Netherlands/20/2009	53.2508	5.2692
07/22/2009	A/Black-headed Gull/Netherlands/23/2009	53.2508	5.2692
07/22/2009	-N/A-	53.2508	5.2692
07/22/2009	-N/A-	53.2508	5.2692
07/09/2009	A/Black-headed Gull/Netherlands/35/2009	53.2508	5.2692
07/14/2010	A/Black-headed Gull/Netherlands/2/2010(HxN8)	53.2508	5.2692
07/14/2010	A/Black-headed Gull/Netherlands/8/2010(HxN2)	53.2508	5.2692
07/21/2010	-N/A-	53.2508	5.2692
07/21/2010	-N/A-	53.2508	5.2692
07/21/2010	A/Black-headed Gull/Netherlands/10/2010(HxNy)	53.2508	5.2692
07/26/2010	-N/A-	53.2508	5.2692
04/03/2010	-N/A-	55.6537	21.1491
11/05/2010	-N/A-	53.215	6.5677
06/21/2011	A/Black-headed gull/Netherlands/2/2011(H13N8)	53.1653	7.0306
06/21/2011	A/Black-headed gull/Netherlands/7/2011(H16Nx)	53.1653	7.0306
06/21/2011	A/Black-headed gull/Netherlands/10/2011(HxN8)	53.1653	7.0306
06/21/2011	A/Black-headed gull/Netherlands/21/2011(H13N8)	53.1653	7.0306
06/21/2011	A/Black-headed gull/Netherlands/24/2011(HxN8)	53.1653	7.0306
06/27/2011	-N/A-	53.1653	7.0306
06/27/2011	A/Black-headed gull/Netherlands/29/2011(H16N3)	53.1653	7.0306
06/27/2011	A/Black-headed gull/Netherlands/30/2011(H16N3)	53.1653	7.0306
06/27/2011	A/Black-headed gull/Netherlands/32/2011(H16N3)	53.1653	7.0306
06/27/2011	-N/A-	53.1653	7.0306
06/27/2011	A/Black-headed gull/Netherlands/33/2011(H16N3)	53.1653	7.0306
06/27/2011	-N/A-	53.1653	7.0306
07/07/2011	A/black-headed gull/Netherlands/35/2011(H13N8)	52.7667	5.1
07/09/2011	-N/A-	53.1653	7.0306
07/29/2011	-N/A-	51.9833	5.9167
05/01/2011	-N/A-	42.1228	41.73448
04/19/2011	-N/A-	42.1228	41.73448
04/19/2011	A/Black-headed Gull/Georgia-EMC/42/2011(HxNx)	42.1228	41.73448
07/18/2012	-N/A-	53.251863	5.249405
07/19/2012	-N/A-	53.251863	5.249405
07/19/2012	-N/A-	53.251863	5.249405
07/20/2012	-N/A-	53.251863	5.249405
07/21/2012	-N/A-	53.251863	5.249405
07/17/2012	-N/A-	52.795289	5.234814
07/17/2012	-N/A-	52.795289	5.234814
06/16/2012	-N/A-	53.165453	7.030478
06/16/2012	-N/A-	53.165453	7.030478
06/16/2012	-N/A-	53.165453	7.030478
06/16/2012	-N/A-	53.165453	7.030478
06/16/2012	-N/A-	53.165453	7.030478
06/20/2012	-N/A-	53.165453	7.030478
06/21/2012	-N/A-	52.795289	5.234814
06/20/2012	-N/A-	53.165453	7.030478
06/20/2012	-N/A-	53.165453	7.030478
06/20/2012	-N/A-	53.165453	7.030478
06/20/2012	-N/A-	53.165453	7.030478
06/21/2012	-N/A-	52.795289	5.234814
07/02/2012	-N/A-	53.251863	5.249405
07/02/2012	-N/A-	53.251863	5.249405
07/02/2012	-N/A-	53.251863	5.249405
07/02/2012	-N/A-	53.251863	5.249405
07/02/2012	-N/A-	53.251863	5.249405
07/09/2012	-N/A-	53.251863	5.249405
07/09/2012	-N/A-	53.251863	5.249405
07/09/2012	-N/A-	53.251863	5.249405
07/09/2012	-N/A-	53.251863	5.249405
07/09/2012	-N/A-	53.251863	5.249405
07/09/2012	-N/A-	53.251863	5.249405
07/09/2012	-N/A-	53.251863	5.249405
07/09/2012	-N/A-	53.251863	5.249405
07/09/2012	-N/A-	53.251863	5.249405
07/09/2012	-N/A-	53.251863	5.249405
07/09/2012	-N/A-	53.251863	5.249405
07/12/2012	-N/A-	52.795289	5.234814
07/16/2012	-N/A-	53.251863	5.249405
07/16/2012	-N/A-	53.251863	5.249405
07/16/2012	-N/A-	53.251863	5.249405
07/17/2012	-N/A-	52.795289	5.234814
09/02/2008	-N/A-	51.95	4.7167
08/15/2009	A/common teal/Hungary-emc/1/2009(H3N8)	47.6767	16.8318
08/22/2009	A/common teal/Hungary-emc/5/2009(H3N8)	47.6767	16.8318
01/05/2010	-N/A-	29.5578	30.9031
10/12/2010	-N/A-	51.7454	4.5435
11/05/2010	-N/A-	51.7454	4.5435
12/17/2011	-N/A-	51.950045	4.716654
12/17/2011	-N/A-	51.950045	4.716654
12/17/2011	-N/A-	51.950045	4.716654
12/17/2011	-N/A-	51.950045	4.716654
11/17/2011	-N/A-	47.692663	16.845217
01/06/2012	-N/A-	30.728333	31.9525
09/27/2012	-N/A-	51.950045	4.716654
10/05/2012	-N/A-	51.74534	4.54334
11/07/2011	A/Mallard/Garganey/Georgia-EMC/1/2011(HxNx)	42.1228	41.73448
04/28/2009	-N/A-	47.68	16.83
04/28/2009	-N/A-	47.68	16.83
04/28/2009	-N/A-	47.68	16.83
