X	Y	T
51.764281	5.38682	4741
52.2542	5.329	3307
52.2525	5.2591	3660
52.2525	5.2591	3660
52.2525	5.2591	3676
52.0912	5.1227	3690
51.7865	5.4123	3695
52.2225	5.483	3996
52.2225	5.483	4011
52.2542	5.329	4024
52.2542	5.329	4025
52.266897	5.290933	4338
53.305974	6.189026	4390
53.305974	6.189026	4390
52.266897	5.290933	4730
52.266897	5.290933	4730
52.266897	5.290933	4730
52.266897	5.290933	4730
52.266897	5.290933	4740
52.240862	5.338147	4756
52.240862	5.338147	4756
52.240862	5.338147	4756
53.165453	7.030478	4555
47.68	16.83	3406
52.2239	5.171	2988
52.3742	4.9014	3002
51.8667	4.6667	2950
52.8942	4.9426	2859
52.8942	4.9426	2929
51.8667	4.6667	3270
51.8667	4.6667	3270
51.8667	4.6667	3271
51.8667	4.6667	3158
51.8667	4.6667	3207
51.8667	4.6667	3164
51.8667	4.6667	3164
51.8667	4.6667	3235
51.8667	4.6667	3164
52.8942	4.9426	3189
52.8942	4.9426	3189
52.8942	4.9426	3195
52.8942	4.9426	3195
52.8942	4.9426	3202
52.8942	4.9426	3202
52.8942	4.9426	3202
52.8942	4.9426	3211
52.8942	4.9426	3211
52.8942	4.9426	3238
52.8942	4.9426	3246
52.8942	4.9426	3246
51.9	4.6833	3206
51.9	4.6833	3230
51.9	4.6833	3267
51.9	4.6833	3204
51.9	4.6833	3204
51.95	4.7167	3203
51.95	4.7167	3205
51.8667	4.6667	3268
51.8667	4.6667	3270
51.8667	4.6667	3270
51.8667	4.6667	3271
51.8667	4.6667	3271
51.8667	4.6667	3271
51.8667	4.6667	3271
51.8667	4.6667	3178
51.8667	4.6667	3185
51.8667	4.6667	3186
51.8667	4.6667	3186
51.8667	4.6667	3186
51.8667	4.6667	3186
51.8667	4.6667	3206
51.8667	4.6667	3164
51.8667	4.6667	3164
51.8667	4.6667	3235
51.8667	4.6667	3235
52.8942	4.9426	3202
52.8942	4.9426	3179
51.9	4.6833	3204
51.9	4.6833	3204
51.9	4.6833	3205
51.9	4.6833	3205
51.95	4.7167	3233
51.95	4.7167	3269
51.8667	4.6667	3276
51.9	4.6333	3286
51.9	4.6333	3286
51.8667	4.6667	3323
51.8667	4.6667	3347
51.8667	4.6667	3347
51.8667	4.6667	3347
51.8667	4.6667	3347
51.8667	4.6667	3347
51.8667	4.6667	3347
52.9628	5.0017	3580
51.8667	4.6667	3616
52.9628	5.0017	3609
51.8667	4.6667	3617
52.9628	5.0017	3643
52.9628	5.0017	3643
51.8667	4.6667	3660
51.8667	4.6667	3679
51.8667	4.6667	3371
51.8667	4.6667	3371
51.8667	4.6667	3371
51.8667	4.6667	3371
51.8667	4.6667	3371
51.8667	4.6667	3371
51.7454	4.5435	3260
51.7454	4.5435	3286
51.7454	4.5435	3286
51.9	4.6833	3294
51.8667	4.6667	3504
51.8667	4.6667	3518
51.8667	4.6667	3521
51.8667	4.6667	3532
51.8667	4.6667	3532
51.8667	4.6667	3534
51.8667	4.6667	3540
51.95	4.7167	3543
52.9628	5.0017	3538
52.9628	5.0017	3540
52.9628	5.0017	3540
51.9	4.6833	3545
52.9628	5.0017	3545
51.9	4.6833	3563
52.9628	5.0017	3561
51.9	4.6833	3577
51.8667	4.6667	3575
51.8667	4.6667	3842
51.8667	4.6667	3821
51.8667	4.6667	3826
51.8667	4.6667	3877
51.8667	4.6667	3905
51.8667	4.6667	3907
51.8667	4.6667	3899
51.8667	4.6667	3901
51.8667	4.6667	3917
51.8667	4.6667	3917
51.8667	4.6667	3921
51.8667	4.6667	3937
51.8667	4.6667	3930
51.8667	4.6667	3928
51.8667	4.6667	3939
51.8667	4.6667	3939
51.8667	4.6667	3939
51.8667	4.6667	3944
51.8667	4.6667	3944
51.8667	4.6667	3946
51.8667	4.6667	3946
51.7454	4.5435	3938
52.9628	5.0017	3909
52.9628	5.0017	3909
52.9628	5.0017	3913
52.9628	5.0017	3918
52.9628	5.0017	3923
52.9628	5.0017	3930
51.8667	4.6667	3953
51.8667	4.6667	3958
51.8667	4.6667	3958
51.8667	4.6667	3958
51.8667	4.6667	3958
51.95	4.7167	3952
51.95	4.7167	3953
51.95	4.7167	3955
51.8667	4.6667	3953
51.8667	4.6667	3962
51.8667	4.6667	3968
51.8667	4.6667	3968
51.8667	4.6667	3970
51.9	4.6833	3979
51.8667	4.6667	3979
51.8667	4.6667	3983
51.8667	4.6667	3983
51.8667	4.6667	3990
51.8667	4.6667	3994
51.8667	4.6667	3994
51.8667	4.6667	3994
51.8667	4.6667	3996
51.8667	4.6667	4001
51.8667	4.6667	4001
51.8667	4.6667	4001
51.8667	4.6667	4001
51.8667	4.6667	3967
52.9628	5.0017	3960
52.9628	5.0017	3986
52.9628	5.0017	3987
52.9628	5.0017	3995
51.8667	4.6667	4011
51.8667	4.6667	4014
51.8667	4.6667	4014
51.8667	4.6667	4014
51.9	4.6833	3994
51.8667	4.6667	4005
51.8667	4.6667	4017
52.9628	5.0017	4007
51.8667	4.6667	4035
51.8667	4.6667	4036
51.8667	4.6667	4036
51.8667	4.6667	4043
51.8667	4.6667	4043
51.8667	4.6667	3685
55.3412	21.4599	3957
55.3412	21.4599	3957
55.3412	21.4599	3957
55.3412	21.4599	3957
55.6537	21.1491	4045
55.6537	21.1491	4045
55.6537	21.1491	4045
51.8667	4.6667	4085
51.8667	4.6667	4190
51.8667	4.6667	4197
51.8667	4.6667	4198
51.8667	4.6667	4198
51.8667	4.6667	4231
51.8667	4.6667	4233
51.8667	4.6667	4238
51.8667	4.6667	4252
51.8667	4.6667	4254
51.8667	4.6667	4259
51.8667	4.6667	4259
51.8667	4.6667	4259
51.8667	4.6667	4259
51.8667	4.6667	4259
51.8667	4.6667	4261
51.8667	4.6667	4278
51.8667	4.6667	4282
51.8667	4.6667	4282
51.95	4.7167	4276
51.95	4.7167	4276
51.95	4.7167	4276
51.95	4.7167	4276
51.95	4.7167	4276
51.95	4.7167	4288
41.7741	41.9033	4005
42.1761	41.75	4043
51.877339	4.723778	4299
52.906624	4.979382	4268
52.906624	4.979382	4285
52.906624	4.979382	4285
51.877339	4.723778	4306
51.877339	4.723778	4317
52.906624	4.979382	4285
52.906624	4.979382	4285
52.906624	4.979382	4287
52.906624	4.979382	4290
52.906624	4.979382	4294
52.906624	4.979382	4294
52.906624	4.979382	4297
51.950045	4.716654	4313
51.950045	4.716654	4313
51.877339	4.723778	4327
51.877339	4.723778	4331
51.950045	4.716654	4331
51.950045	4.716654	4331
51.950045	4.716654	4331
51.877339	4.723778	4334
51.877339	4.723778	4334
51.877339	4.723778	4334
51.877339	4.723778	4334
51.877339	4.723778	4334
51.877339	4.723778	4334
51.877339	4.723778	4334
51.877339	4.723778	4334
51.877339	4.723778	4334
51.877339	4.723778	4334
51.877339	4.723778	4338
51.877339	4.723778	4338
51.877339	4.723778	4338
51.877339	4.723778	4338
51.877339	4.723778	4338
51.950045	4.716654	4341
51.950045	4.716654	4333
51.950045	4.716654	4333
51.877339	4.723778	4341
51.877339	4.723778	4345
51.877339	4.723778	4345
51.877339	4.723778	4345
51.877339	4.723778	4345
51.877339	4.723778	4345
51.877339	4.723778	4345
51.877339	4.723778	4345
51.877339	4.723778	4345
51.877339	4.723778	4345
51.877339	4.723778	4352
51.877339	4.723778	4352
51.877339	4.723778	4352
51.877339	4.723778	4352
51.877339	4.723778	4352
51.877339	4.723778	4352
51.877339	4.723778	4352
51.877339	4.723778	4352
51.877339	4.723778	4352
51.877339	4.723778	4359
51.877339	4.723778	4359
51.877339	4.723778	4359
51.877339	4.723778	4359
51.877339	4.723778	4359
51.877339	4.723778	4359
51.877339	4.723778	4359
51.877339	4.723778	4359
51.877339	4.723778	4359
51.74534	4.54334	4358
51.877339	4.723778	4376
51.877339	4.723778	4376
51.877339	4.723778	4376
51.877339	4.723778	4376
51.877339	4.723778	4376
53.2508	5.2692	3102
53.2508	5.2692	3102
53.4456	5.7583	3110
53.4456	5.7583	3110
53.4456	5.7583	3110
53.4456	5.7583	3110
53.4456	5.7583	3110
53.2508	5.2692	3118
53.2508	5.2692	3118
53.2508	5.2692	3118
53.2508	5.2692	3118
53.2508	5.2692	3118
53.2508	5.2692	3118
53.2508	5.2692	3118
53.2508	5.2692	3118
53.2508	5.2692	3118
53.2508	5.2692	3118
53.2508	5.2692	3118
53.2508	5.2692	3118
53.2508	5.2692	3118
53.2508	5.2692	3118
53.2508	5.2692	3118
53.2508	5.2692	3118
52.7667	5.1	3119
53.2508	5.2692	3471
53.2508	5.2692	3471
53.2508	5.2692	3471
53.2508	5.2692	3484
53.2508	5.2692	3484
53.2508	5.2692	3484
53.2508	5.2692	3484
53.2508	5.2692	3478
53.2508	5.2692	3478
53.2508	5.2692	3478
53.2508	5.2692	3848
53.2508	5.2692	3848
53.2508	5.2692	3855
53.215	6.5677	3962
51.9833	5.9167	3965
53.1653	7.0306	4190
53.1653	7.0306	4190
53.1653	7.0306	4190
53.1653	7.0306	4190
53.1653	7.0306	4196
53.1653	7.0306	4196
53.1653	7.0306	4196
51.9833	5.9167	4228
51.9833	5.9167	4228
42.1228	41.73448	4127
42.1228	41.73448	4127
42.1228	41.73448	4127
42.1228	41.73448	4127
51.972192	5.918155	4591
53.251863	5.249405	4583
53.251863	5.249405	4583
53.251863	5.249405	4584
53.251863	5.249405	4584
53.251863	5.249405	4584
53.251863	5.249405	4584
53.251863	5.249405	4584
53.251863	5.249405	4584
53.251863	5.249405	4585
53.251863	5.249405	4585
53.251863	5.249405	4586
53.251863	5.249405	4581
52.795289	5.234814	4582
52.795289	5.234814	4582
53.165453	7.030478	4551
53.165453	7.030478	4551
53.165453	7.030478	4551
53.165453	7.030478	4555
53.165453	7.030478	4555
53.165453	7.030478	4555
53.165453	7.030478	4555
53.165453	7.030478	4555
53.165453	7.030478	4555
53.165453	7.030478	4555
53.165453	7.030478	4555
53.165453	7.030478	4555
53.165453	7.030478	4555
53.165453	7.030478	4555
53.165453	7.030478	4555
53.165453	7.030478	4555
53.165453	7.030478	4555
53.165453	7.030478	4555
53.165453	7.030478	4555
53.165453	7.030478	4555
52.795289	5.234814	4556
52.795289	5.234814	4556
52.795289	5.234814	4556
52.795289	5.234814	4556
53.251863	5.249405	4567
53.251863	5.249405	4567
53.251863	5.249405	4567
53.251863	5.249405	4567
53.251863	5.249405	4567
53.251863	5.249405	4567
53.251863	5.249405	4567
53.251863	5.249405	4567
53.251863	5.249405	4567
53.251863	5.249405	4567
53.251863	5.249405	4567
53.251863	5.249405	4574
53.251863	5.249405	4574
53.251863	5.249405	4574
53.251863	5.249405	4574
53.251863	5.249405	4574
53.251863	5.249405	4574
53.251863	5.249405	4581
53.251863	5.249405	4581
53.251863	5.249405	4581
53.251863	5.249405	4581
53.215	6.5677	3962
55.6537	21.1491	4143
51.95	4.7167	3188
47.6767	16.8318	3522
51.95	4.7167	3953
51.7454	4.5435	3962
51.9	4.6833	3972
51.95	4.7167	3985
51.74534	4.54334	4329
51.950045	4.716654	4369
51.950045	4.716654	4369
51.950045	4.716654	4390
41.2056	43.756	4280
30.741667	32.049444	4354
30.728333	31.9525	4354
51.74534	4.54334	4658
47.68	16.83	3406
47.68	16.83	3406
47.68	16.83	3406
47.68	16.83	3407
47.68	16.83	3407
51.764281	5.38682	4376
51.764281	5.38682	4391
47.692663	16.845217	3980
47.692663	16.845217	3980
55.6537	21.1491	4045
52.266897	5.290933	4735
53.4833	6.15	2845
53.4833	6.15	3583
53.4833	6.15	3234
53.4833	6.15	2846
51.9	4.6333	3606
31.514444	30.814722	4403
31.514444	30.814722	4403
31.514444	30.814722	4403
31.514444	30.814722	4403
31.399167	31.901944	4415
31.399167	31.901944	4415
31.399167	31.901944	4417
31.077222	32.471389	4430
31.077222	32.471389	4431
31.428611	31.485833	4435
31.399167	31.901944	4439
31.428611	31.485833	4456
31.428611	31.485833	4456
31.428611	31.485833	4457
31.428611	31.485833	4457
31.428611	31.485833	4457
31.428611	31.485833	4457
31.077222	32.471389	4470
31.077222	32.471389	4472
23.9078	32.7683	4458
23.9078	32.7683	4458
23.4944	32.7439	4458
23.4944	32.7439	4458
23.4944	32.7439	4466
23.4944	32.7439	4472
23.4944	32.7439	4472
51.95	4.7167	3231
31.3992	31.9019	3693
31.3992	31.9019	3693
31.3992	31.9019	3693
51.950045	4.716654	4320
31.428611	31.485833	4417
31.399167	31.901944	4439
31.077222	32.471389	4449
31.514444	30.814722	4472
30.728333	31.9525	4375
30.728333	31.9525	4396
51.950045	4.716654	4683
51.7865	5.4123	2914
51.7865	5.4123	2918
52.2833	5.1167	2944
52.2833	5.1167	2944
52.2833	5.1167	2944
52.2542	5.329	3270
52.2525	5.2591	3308
52.2525	5.2591	3308
51.7865	5.4123	3311
51.7865	5.4123	3327
53.1527	5.9171	3333
53.1527	5.9171	3340
53.1527	5.9171	3340
51.7865	5.4123	3287
51.7865	5.4123	3287
51.7865	5.4123	3288
52.2225	5.483	3652
52.2225	5.483	3652
52.2225	5.483	3652
52.2225	5.483	3652
52.2225	5.483	3652
51.7865	5.4123	3656
52.2542	5.329	3673
52.2542	5.329	3673
52.2542	5.329	3673
51.7865	5.4123	3675
52.0912	5.1227	3687
52.2225	5.483	3688
52.2225	5.483	3688
52.2225	5.483	3688
51.7865	5.4123	3682
51.7865	5.4123	3682
51.7865	5.4123	3682
51.7865	5.4123	3682
51.7865	5.4123	3682
52.2542	5.329	3291
52.2542	5.329	3291
52.2525	5.2591	3291
52.2525	5.2591	3995
52.2542	5.329	4025
52.2225	5.483	4029
52.2225	5.483	4030
52.2225	5.483	4030
52.2542	5.329	4031
52.2542	5.329	4031
52.2542	5.329	4031
52.2542	5.329	4031
51.7865	5.4123	3992
51.4551	5.2313	3995
51.4551	5.2313	4007
51.4551	5.2313	4007
51.4551	5.2313	4007
52.254183	5.329056	4400
52.252594	5.259104	4401
52.252594	5.259104	4401
52.254183	5.329056	4401
52.265636	5.537682	4401
51.764281	5.38682	4396
51.764281	5.38682	4351
51.764281	5.38682	4364
53.305974	6.189026	4390
51.764281	5.38682	4391
51.764281	5.38682	4391
52.266897	5.290933	4708
52.266897	5.290933	4708
52.240862	5.338147	4714
52.240862	5.338147	4714
52.240862	5.338147	4718
52.240862	5.338147	4722
52.240862	5.338147	4722
52.266897	5.290933	4731
52.266897	5.290933	4731
52.266897	5.290933	4737
52.266897	5.290933	4738
52.266897	5.290933	4742
52.266897	5.290933	4745
52.240862	5.338147	4751
52.240862	5.338147	4754
52.240862	5.338147	4754
52.266897	5.290933	4754
51.764281	5.38682	4733
51.764281	5.38682	4733
51.764281	5.38682	4741
51.764281	5.38682	4741
52.2542	5.329	3307
52.2542	5.329	3307
52.0912	5.1227	3690
51.7865	5.4123	3695
52.2542	5.329	4024
53.305974	6.189026	4394
52.266897	5.290933	4407
52.266897	5.290933	4730
52.266897	5.290933	4730
52.266897	5.290933	4730
52.266897	5.290933	4730
52.240862	5.338147	4752
52.240862	5.338147	4752
52.240862	5.338147	4752
52.240862	5.338147	4756
52.240862	5.338147	4756
41.7741	41.9033	3903
52.9628	5.0017	3997
51.713	3.9513	4026
51.713	3.9513	4026
42.1228	41.73448	4140
51.9833	5.9167	2975
51.7454	4.5435	3200
51.7454	4.5435	3205
52.8942	4.9426	2900
51.8667	4.6667	3171
51.8667	4.6667	3271
51.8667	4.6667	3271
51.8667	4.6667	3157
51.8667	4.6667	3185
51.8667	4.6667	3186
51.8667	4.6667	3193
51.8667	4.6667	3193
51.8667	4.6667	3197
51.8667	4.6667	3197
51.8667	4.6667	3207
51.8667	4.6667	3207
51.8667	4.6667	3164
51.8667	4.6667	3164
52.8942	4.9426	3188
52.8942	4.9426	3189
52.8942	4.9426	3189
52.8942	4.9426	3195
52.8942	4.9426	3195
52.8942	4.9426	3202
52.8942	4.9426	3211
52.8942	4.9426	3216
52.8942	4.9426	3238
52.8942	4.9426	3246
51.9	4.6833	3204
51.9	4.6833	3204
51.9	4.6833	3193
51.9	4.6833	3198
51.9	4.6833	3198
51.8667	4.6667	3249
51.8667	4.6667	3268
51.8667	4.6667	3271
51.8667	4.6667	3186
51.8667	4.6667	3193
51.8667	4.6667	3207
51.8667	4.6667	3235
52.8942	4.9426	3195
51.9	4.6833	3206
51.9	4.6833	3191
51.9	4.6833	3193
51.9	4.6833	3204
51.9	4.6333	3194
51.95	4.7167	3205
51.95	4.7167	3188
51.8667	4.6667	3347
51.8667	4.6667	3347
51.8667	4.6667	3347
51.8667	4.6667	3347
51.7454	4.5435	3578
51.8667	4.6667	3616
52.9628	5.0017	3609
51.7454	4.5435	3623
51.9	4.6833	3634
52.9628	5.0017	3643
51.8667	4.6667	3655
51.8667	4.6667	3679
51.8667	4.6667	3658
51.8667	4.6667	3371
51.8667	4.6667	3371
51.8667	4.6667	3371
51.8667	4.6667	3371
51.8667	4.6667	3371
51.9	4.6833	3293
51.8667	4.6667	3480
51.8667	4.6667	3505
51.8667	4.6667	3515
51.8667	4.6667	3515
51.8667	4.6667	3516
51.8667	4.6667	3518
51.8667	4.6667	3532
51.8667	4.6667	3534
51.9	4.6833	3543
51.8667	4.6667	3546
52.9628	5.0017	3545
51.8667	4.6667	3575
51.8667	4.6667	3828
51.7454	4.5435	3902
51.8667	4.6667	3905
51.8667	4.6667	3899
51.8667	4.6667	3914
51.8667	4.6667	3917
51.8667	4.6667	3917
51.8667	4.6667	3933
51.8667	4.6667	3935
51.8667	4.6667	3926
51.8667	4.6667	3926
51.8667	4.6667	3926
51.8667	4.6667	3930
51.8667	4.6667	3930
51.8667	4.6667	3930
51.8667	4.6667	3928
51.8667	4.6667	3928
51.8667	4.6667	3928
51.8667	4.6667	3939
51.8667	4.6667	3939
51.8667	4.6667	3940
51.8667	4.6667	3939
51.8667	4.6667	3944
51.8667	4.6667	3944
51.8667	4.6667	3944
51.8667	4.6667	3946
51.8667	4.6667	3946
51.7454	4.5435	3916
52.9628	5.0017	3899
52.9628	5.0017	3903
52.9628	5.0017	3903
52.9628	5.0017	3906
52.9628	5.0017	3909
52.9628	5.0017	3909
52.9628	5.0017	3913
52.9628	5.0017	3927
51.8667	4.6667	3953
51.8667	4.6667	3953
51.8667	4.6667	3958
51.8667	4.6667	3958
51.8667	4.6667	3958
51.8667	4.6667	3956
51.8667	4.6667	3966
51.8667	4.6667	3968
51.8667	4.6667	3970
51.7454	4.5435	3952
51.8667	4.6667	3979
51.8667	4.6667	3990
51.8667	4.6667	3990
51.8667	4.6667	3990
51.8667	4.6667	3990
51.8667	4.6667	3990
51.8667	4.6667	3993
51.8667	4.6667	3993
51.8667	4.6667	3967
51.8667	4.6667	3967
52.9628	5.0017	3954
52.9628	5.0017	3984
52.9628	5.0017	3986
52.9628	5.0017	3993
52.9628	5.0017	3995
52.9628	5.0017	3995
51.8667	4.6667	4005
51.8667	4.6667	4036
51.8667	4.6667	4036
51.8667	4.6667	4040
51.8667	4.6667	4057
51.8667	4.6667	4057
51.8667	4.6667	4099
55.3412	21.4599	3957
55.3412	21.4599	3957
55.6537	21.1491	4045
51.8667	4.6667	4147
51.8667	4.6667	4190
51.8667	4.6667	4197
51.8667	4.6667	4198
51.8667	4.6667	4198
51.8667	4.6667	4205
51.8667	4.6667	4219
51.8667	4.6667	4245
51.8667	4.6667	4245
51.8667	4.6667	4247
51.8667	4.6667	4252
51.8667	4.6667	4252
51.8667	4.6667	4252
51.8667	4.6667	4261
51.8667	4.6667	4268
51.95	4.7167	4281
51.95	4.7167	4280
55.3412	21.4599	4074
51.638982	4.129143	4289
52.906624	4.979382	4262
52.906624	4.979382	4273
52.906624	4.979382	4285
51.877339	4.723778	4306
51.950045	4.716654	4311
51.877339	4.723778	4313
51.877339	4.723778	4317
52.906624	4.979382	4315
52.906624	4.979382	4315
52.906624	4.979382	4290
52.906624	4.979382	4290
52.906624	4.979382	4290
51.877339	4.723778	4323
51.877339	4.723778	4323
51.950045	4.716654	4322
51.877339	4.723778	4331
51.950045	4.716654	4331
51.877339	4.723778	4334
51.877339	4.723778	4334
51.877339	4.723778	4334
51.877339	4.723778	4334
51.877339	4.723778	4338
51.877339	4.723778	4338
51.877339	4.723778	4338
51.877339	4.723778	4334
51.74534	4.54334	4334
51.877339	4.723778	4345
51.877339	4.723778	4345
51.877339	4.723778	4345
51.877339	4.723778	4345
51.877339	4.723778	4345
51.877339	4.723778	4345
51.877339	4.723778	4345
51.877339	4.723778	4348
51.877339	4.723778	4352
51.877339	4.723778	4352
51.877339	4.723778	4352
51.877339	4.723778	4352
51.877339	4.723778	4352
51.877339	4.723778	4355
51.877339	4.723778	4359
51.877339	4.723778	4359
51.877339	4.723778	4359
51.877339	4.723778	4359
51.877339	4.723778	4359
51.877339	4.723778	4359
51.877339	4.723778	4359
51.877339	4.723778	4359
51.877339	4.723778	4359
51.74534	4.54334	4351
52.128338	4.657817	4360
51.877339	4.723778	4376
51.877339	4.723778	4376
51.877339	4.723778	4376
51.877339	4.723778	4376
51.877339	4.723778	4376
51.877339	4.723778	4376
51.877339	4.723778	4376
51.877339	4.723778	4376
51.877339	4.723778	4376
51.877339	4.723778	4376
51.877339	4.723778	4376
51.877339	4.723778	4393
51.877339	4.723778	4397
51.877339	4.723778	4397
51.877339	4.723778	4397
52.894199	4.942603	4303
52.894199	4.942603	4303
52.906624	4.979382	4308
52.906624	4.979382	4308
52.906624	4.979382	4308
52.906624	4.979382	4308
52.906624	4.979382	4310
52.906624	4.979382	4310
52.906624	4.979382	4310
52.906624	4.979382	4310
52.906624	4.979382	4315
52.906624	4.979382	4317
51.877339	4.723778	4449
51.877339	4.723778	4449
52.906624	4.979382	4364
52.906624	4.979382	4369
51.950045	4.716654	4406
52.906624	4.979382	4429
52.906624	4.979382	4431
51.877339	4.723778	4541
51.877339	4.723778	4362
51.877339	4.723778	4366
51.877339	4.723778	4366
51.877339	4.723778	4366
51.877339	4.723778	4547
52.906624	4.979382	4346
52.906624	4.979382	4434
52.906624	4.979382	4436
51.877339	4.723778	4372
51.877339	4.723778	4372
51.877339	4.723778	4372
29.465833	30.696667	4443
29.465833	30.696667	4446
29.465833	30.696667	4446
51.950045	4.716654	4654
51.950045	4.716654	4674
51.950045	4.716654	4708
53.2508	5.2692	3102
53.2508	5.2692	3102
53.2508	5.2692	3102
53.2508	5.2692	3102
53.2508	5.2692	3102
53.1653	7.0306	3103
53.1653	7.0306	3103
53.4456	5.7583	3110
53.4456	5.7583	3110
53.4456	5.7583	3110
53.4456	5.7583	3110
53.4456	5.7583	3110
53.4456	5.7583	3110
53.4456	5.7583	3110
53.4456	5.7583	3110
53.2508	5.2692	3118
53.2508	5.2692	3118
53.2508	5.2692	3118
53.2508	5.2692	3118
53.2508	5.2692	3118
53.2508	5.2692	3118
53.2508	5.2692	3118
53.2508	5.2692	3118
53.2508	5.2692	3118
52.7667	5.1	3119
52.7667	5.1	3119
52.7667	5.1	3119
52.7667	5.1	3119
52.3742	4.9014	3249
53.215	6.5677	2911
53.2508	5.2692	3484
53.2508	5.2692	3484
53.2508	5.2692	3491
53.2508	5.2692	3478
53.2508	5.2692	3478
53.2508	5.2692	3478
53.2508	5.2692	3855
53.2508	5.2692	3855
53.1653	7.0306	4190
53.1653	7.0306	4190
53.1653	7.0306	4190
53.1653	7.0306	4196
53.1653	7.0306	4196
53.1653	7.0306	4196
53.1653	7.0306	4196
53.1653	7.0306	4196
42.1534	41.6485	4022
42.1228	41.73448	4139
42.1228	41.73448	4139
42.1228	41.73448	4127
42.1228	41.73448	4127
53.251863	5.249405	4583
53.251863	5.249405	4584
53.251863	5.249405	4585
53.251863	5.249405	4586
53.251863	5.249405	4581
52.795289	5.234814	4582
52.795289	5.234814	4582
53.165453	7.030478	4551
53.165453	7.030478	4551
53.165453	7.030478	4551
53.165453	7.030478	4551
53.165453	7.030478	4555
53.165453	7.030478	4555
53.165453	7.030478	4555
53.165453	7.030478	4555
53.165453	7.030478	4555
53.165453	7.030478	4555
53.165453	7.030478	4555
52.795289	5.234814	4556
53.165453	7.030478	4555
53.165453	7.030478	4555
52.795289	5.234814	4556
53.251863	5.249405	4567
53.251863	5.249405	4567
53.251863	5.249405	4567
53.251863	5.249405	4574
53.251863	5.249405	4574
53.251863	5.249405	4574
53.251863	5.249405	4574
53.251863	5.249405	4574
53.251863	5.249405	4574
53.251863	5.249405	4574
53.251863	5.249405	4574
53.251863	5.249405	4574
53.251863	5.249405	4574
53.251863	5.249405	4574
53.251863	5.249405	4574
53.251863	5.249405	4574
52.795289	5.234814	4577
53.251863	5.249405	4581
53.251863	5.249405	4581
51.7454	4.5435	3902
51.7454	4.5435	3909
51.7454	4.5435	3920
51.7454	4.5435	3930
51.95	4.7167	3953
51.95	4.7167	3972
51.74534	4.54334	4329
51.74534	4.54334	4358
51.950045	4.716654	4369
51.950045	4.716654	4369
51.950045	4.716654	4369
51.950045	4.716654	4369
51.950045	4.716654	4369
51.950045	4.716654	4369
30.728333	31.9525	4368
30.728333	31.9525	4389
51.950045	4.716654	4654
51.74534	4.54334	4658
51.74534	4.54334	4658
51.74534	4.54334	4672
47.68	16.83	3406
47.68	16.83	3406
47.68	16.83	3406
51.4551	5.2313	4022
47.692663	16.845217	3980
55.6537	21.1491	4015
52.2542	5.329	3307
52.2542	5.329	3307
51.7865	5.4123	4009
52.266897	5.290933	4735
53.4833	6.15	2845
53.4833	6.15	3234
31.399167	31.901944	4403
31.514444	30.814722	4403
31.514444	30.814722	4403
31.514444	30.814722	4403
31.077222	32.471389	4401
31.399167	31.901944	4415
31.399167	31.901944	4416
31.077222	32.471389	4430
31.077222	32.471389	4430
31.077222	32.471389	4430
31.428611	31.485833	4435
31.428611	31.485833	4435
31.428611	31.485833	4435
31.428611	31.485833	4435
31.428611	31.485833	4457
31.428611	31.485833	4457
31.428611	31.485833	4457
31.077222	32.471389	4470
31.077222	32.471389	4471
31.077222	32.471389	4472
31.077222	32.471389	4472
31.077222	32.471389	4473
31.077222	32.471389	4473
23.9078	32.7683	4452
23.9078	32.7683	4452
23.9078	32.7683	4458
23.9078	32.7683	4458
23.4944	32.7439	4472
31.514444	30.814722	4418
23.4944	32.7439	4469
51.95	4.7167	3234
51.95	4.7167	3237
51.95	4.7167	3269
51.95	4.7167	4275
30.5313	31.8955	4361
30.5313	31.8955	4375
30.728333	31.9525	4396
51.7865	5.4123	2914
51.7865	5.4123	2909
52.2833	5.1167	2944
52.2833	5.1167	2951
52.2542	5.329	3240
52.2525	5.2591	3308
52.2225	5.483	3315
53.1527	5.9171	3326
53.1527	5.9171	3326
53.1527	5.9171	3326
53.1527	5.9171	3326
53.1527	5.9171	3340
53.1527	5.9171	3340
51.7865	5.4123	3271
51.7865	5.4123	3631
52.2225	5.483	3652
52.2225	5.483	3652
51.7865	5.4123	3644
51.7865	5.4123	3661
51.7865	5.4123	3661
52.0912	5.1227	3687
52.2225	5.483	3688
52.2225	5.483	3288
52.2225	5.483	3288
52.2542	5.329	3291
52.2542	5.329	4025
52.2542	5.329	4025
52.2225	5.483	4029
52.2225	5.483	4030
52.2225	5.483	4030
51.4551	5.2313	3995
51.4551	5.2313	3995
51.4551	5.2313	4002
51.7865	5.4123	4014
51.7865	5.4123	4014
51.7865	5.4123	4035
51.7865	5.4123	4050
52.266897	5.290933	4336
52.266897	5.290933	4337
52.254183	5.329056	4399
52.254183	5.329056	4401
51.764281	5.38682	4396
51.764281	5.38682	4396
51.764281	5.38682	4396
51.764281	5.38682	4357
51.764281	5.38682	4380
51.764281	5.38682	4383
52.266897	5.290933	4701
52.266897	5.290933	4705
52.266897	5.290933	4708
52.240862	5.338147	4714
52.240862	5.338147	4718
52.240862	5.338147	4721
52.240862	5.338147	4721
52.240862	5.338147	4722
52.240862	5.338147	4722
52.240862	5.338147	4724
52.266897	5.290933	4731
52.266897	5.290933	4737
